English	Marathi
failure	nashik
meeting	bhet
research	shodh
specialist	visheshagya
crucial	mahatvapurna
environment	paryavaran
community	samaj
thoughtful	manogat
teacher	shikshak
issue	vishay
velocity	gati
training	shikshan
trust	vishwas
reply	uttara
facts	mahimat
perspective	darshan
fun	manoranjan
initial	pahila
chief	mukhya
fresh	navi
whole	pura
reliance	vishwas
schooling	shikshan
pivotal	mahatvapurna
particular	vishesh
monitoring	pahata
setback	nashik
interaction	bhet
inquiry	shodh
authority	visheshagya
essential	mahatvapurna
surroundings	paryavaran
society	samaj
thoughtful	manogat
instructor	shikshak
subject	vishay
pace	gati
learning	shikshan
faith	vishwas
response	uttara
value	mahimat
view	darshan
entertainment	manoranjan
first	pahila
main	mukhya
new	navi
complete	pura
trust	vishwas
education	shikshan
important	mahatvapurna
specific	vishesh
observing	pahata
failure	nashik
meeting	bhet
research	shodh
expert	visheshagya
important	mahatvapurna
environment	paryavaran
society	samaj
thoughtful	manogat
teacher	shikshak
issue	vishay
velocity	gati
training	shikshan
trust	vishwas
reply	uttara
facts	mahimat
perspective	darshan
fun	manoranjan
initial	pahila
chief	mukhya
fresh	navi
whole	pura
reliance	vishwas
schooling	shikshan
pivotal	mahatvapurna
particular	vishesh
monitoring	pahata
setback	nashik
interaction	bhet
inquiry	shodh
authority	visheshagya
essential	mahatvapurna
surroundings	paryavaran
society	samaj
thoughtful	manogat
instructor	shikshak
subject	vishay
pace	gati
learning	shikshan
faith	vishwas
response	uttara
value	mahimat
view	darshan
entertainment	manoranjan
first	pahila
main	mukhya
new	navi
complete	pura
trust	vishwas
education	shikshan
important	mahatvapurna
specific	vishesh
observing	pahata
failure	nashik
meeting	bhet
research	shodh
expert	visheshagya
important	mahatvapurna
environment	paryavaran
society	samaj
thoughtful	manogat
teacher	shikshak
issue	vishay
velocity	gati
training	shikshan
trust	vishwas
reply	uttara
facts	mahimat
perspective	darshan
fun	manoranjan
initial	pahila
chief	mukhya
fresh	navi
whole	pura
reliance	vishwas
schooling	shikshan
pivotal	mahatvapurna
particular	vishesh
monitoring	pahata
setback	nashik
interaction	bhet
inquiry	shodh
authority	visheshagya
essential	mahatvapurna
surroundings	paryavaran
society	samaj
thoughtful	manogat
instructor	shikshak
subject	vishay
pace	gati
learning	shikshan
faith	vishwas
response	uttara
value	mahimat
view	darshan
entertainment	manoranjan
first	pahila
main	mukhya
new	navi
complete	pura
trust	vishwas
education	shikshan
important	mahatvapurna
I	mala
today	aaj
sleep	zop
will	yete
You	tu
I	mi
You (plural)	tumhi
My	majha
Your	tujha
This	ha
That	to
What	kay
How	kasa
When	kdhi
How much	kiti
Okay	thik
Going	chalala
Coming	yeto
Do	kar
Say	mhan
Very	khup
Good	chhan
Big	bara
Small	lhan
Fat	motha
Thin	patla
TRUE	jast
FALSE	khota
No	nako
Yes	ho
I	mala
today	aaj
sleep	zop
will	yete
You	tu
I	mi
You (plural)	tumhi
My	majha
Your	tujha
This	ha
That	to
What	kay
How	kasa
When	kdhi
How much	kiti
Okay	thik
Going	chalala
Coming	yeto
Do	kar
Say	mhan
Very	khup
Good	chhan
Big	bara
Small	lhan
Fat	motha
Thin	patla
TRUE	jast
FALSE	khota
No	nako
Yes	ho
Fast	lavkar
Punishment	danda
Expenses	kharcha
Money	paise
Home	ghar
Office	office
Work	kam
Arjun	arjun
Love	priya
Love	prem
Friend	mitra
Husband	swami
Wife	bai
Boy	mulga
Girl	mulgi
Promise	vachan
Future	bhavishya
Tomorrow	kal
Tomorrow	udya
Day after tomorrow	parso
Now	aata
Before	pahile
Later	nantar
Seems	lagta
Like	vata
Happy	khush
Sad	dukh
Way	rasta
Watch	ghadi
Time	vel
Mother	 Maher
Father	baba
Grandfather	nana
Grandmother	nani
Uncle	kaku
Aunt	kaki
I	mala
today	aaj
sleep	zop
will	yete
You	tu
I	mi
You (plural)	tumhi
My	majha
Your	tujha
This	ha
That	to
What	kay
How	kasa
When	kdhi
How much	kiti
Okay	thik
Going	chalala
Coming	yeto
Do	kar
Say	mhan
Very	khup
Good	chhan
Big	bara
Small	lhan
Fat	motha
Thin	patla
TRUE	jast
FALSE	khota
No	nako
Yes	ho
Fast	lavkar
Punishment	danda
Expenses	kharcha
Money	paise
Home	ghar
Office	office
Work	kam
Arjun	arjun
Love	priya
Love	prem
Friend	mitra
Husband	swami
Wife	bai
Boy	mulga
Girl	mulgi
Promise	vachan
Future	bhavishya
Tomorrow	kal
Tomorrow	udya
Day after tomorrow	parso
Now	aata
Before	pahile
Later	nantar
Seems	lagta
Like	vata
Happy	khush
Sad	dukh
Way	rasta
Watch	ghadi
Time	vel
Mother	Maher
Father	baba
Grandfather	nana
Grandmother	nani
Uncle	kaku
Aunt	kaki
Brother	bhau
Sister	bhagini
Friend (female)	maitrin
Maternal uncle	mamu
Maternal aunt	mami
Paternal uncle	chacha
Paternal aunt	chachi
Father's younger brother	kaka
Father's younger brother's wife	kaki
Paternal aunt's husband	jiji
Paternal aunt	fufu
Maternal uncle's wife	mava
Maternal uncle's son	masa
Maternal aunt	masi
Grandfather	nana
Grandmother	nani
Grandmother	ajji
Grandfather	ajja
Brother	bhai
Sister	didi
Sister-in-law	tai
Brother-in-law	bhavji
Maternal uncle	mama
Maternal aunt	mami
Paternal uncle	chacha
Paternal aunt	chachi
I	mala
today	aaj
sleep	zop
will	yete
You	tu
I	mi
You (plural)	tumhi
My	majha
Your	tujha
This	ha
That	to
What	kay
How	kasa
When	kdhi
How much	kiti
Okay	thik
Going	chalala
Coming	yeto
Do	kar
Say	mhan
Very	khup
Good	chhan
Big	bara
Small	lhan
Fat	motha
Thin	patla
TRUE	jast
FALSE	khota
No	nako
Yes	ho
Fast	lavkar
Punishment	danda
Expenses	kharcha
Money	paise
Home	ghar
Office	office
Work	kam
Arjun	arjun
Love	priya
Love	prem
Friend	mitra
Husband	swami
Wife	bai
Boy	mulga
Girl	mulgi
Promise	vachan
Future	bhavishya
Tomorrow	kal
Tomorrow	udya
Day after tomorrow	parso
Now	aata
Before	pahile
Later	nantar
Seems	lagta
Like	vata
Happy	khush
Sad	dukh
Way	rasta
Watch	ghadi
Time	vel
Mother	 Maher
Father	baba
Grandfather	nana
Grandmother	nani
Uncle	kaku
Aunt	kaki
Brother	bhau
Sister	bhagini
Friend (female)	maitrin
Maternal uncle	mamu
Maternal aunt	mami
Paternal uncle	chacha
Paternal aunt	chachi
Father's younger brother	kaka
Father's younger brother's wife	kaki
Paternal aunt's husband	jiji
Paternal aunt	fufu
Maternal uncle's wife	mava
Maternal uncle's son	masa
Maternal aunt	masi
Grandfather	nana
Grandmother	nani
Grandmother	ajji
Grandfather	ajja
Brother	bhai
Sister	didi
Sister-in-law	tai
Brother-in-law	bhavji
Maternal uncle	mama
Maternal aunt	mami
Paternal uncle	chacha
Paternal aunt	chachi
Grandfather	dada
Grandmother	dadi
Grandson	nanand
Granddaughter	nanadi
Niece	betya
Nephew	babhua
Sister-in-law	sali
Son-in-law	jamai
Mother-in-law	sasu
Father-in-law	sasur
Sister-in-law's husband	bhavin
Sister-in-law	bhavini
Brother-in-law	devar
Brother-in-law's wife	devarni
Grandson	nanand
Granddaughter	nanadi
Niece	betya
Nephew	babhua
I	mala
today	aaj
sleep	zop
will	yete
You	tu
I	mi
You (plural)	tumhi
My	majha
Your	tujha
This	ha
That	to
What	kay
How	kasa
When	kdhi
How much	kiti
Okay	thik
Going	chalala
Coming	yeto
Do	kar
Say	mhan
Very	khup
Good	chhan
Big	bara
Small	lhan
Fat	motha
Thin	patla
TRUE	jast
FALSE	khota
No	nako
Yes	ho
Fast	lavkar
Punishment	danda
Expenses	kharcha
Money	paise
Home	ghar
Office	office
Work	kam
Arjun	arjun
Love	priya
Love	prem
Friend	mitra
Husband	swami
Wife	bai
Boy	mulga
Girl	mulgi
Promise	vachan
Future	bhavishya
Tomorrow	kal
Tomorrow	udya
Day after tomorrow	parso
Now	aata
Before	pahile
Later	nantar
Seems	lagta
Like	vata
Happy	khush
Sad	dukh
Way	rasta
Watch	ghadi
Time	vel
Mother	Maher
Father	baba
Grandfather	nana
Grandmother	nani
Uncle	kaku
Aunt	kaki
Brother	bhau
Sister	bhagini
Friend (female)	maitrin
Maternal uncle	mamu
Maternal aunt	mami
Paternal uncle	chacha
Paternal aunt	chachi
Father's younger brother	kaka
Father's younger brother's wife	kaki
Paternal aunt's husband	jiji
Paternal aunt	fufu
Maternal uncle's wife	mava
Maternal uncle's son	masa
Maternal aunt	masi
Grandfather	nana
Grandmother	nani
Grandmother	ajji
Grandfather	ajja
Brother	bhai
Sister	didi
Sister-in-law	tai
Brother-in-law	bhavji
Maternal uncle	mama
Maternal aunt	mami
Paternal uncle	chacha
Paternal aunt	chachi
Grandfather	dada
Grandmother	dadi
Grandson	nanand
Granddaughter	nanadi
Niece	betya
Nephew	babhua
Sister-in-law	sali
Son-in-law	jamai
Mother-in-law	sasu
Father-in-law	sasur
Sister-in-law's husband	bhavin
Sister-in-law	bhavini
Brother-in-law	devar
Brother-in-law's wife	devarni
Grandson	nanand
Granddaughter	nanadi
Niece	betya
Nephew	babhua
Grandfather	papaji
Maternal uncle	mamaji
Paternal uncle	chachaji
Sister-in-law	bhabhi
Brother-in-law	jijaji
Brother	bhaiya
Sister	didiji
Future	bhavishya
Future's	bhavishyachi
Future's	bhavishyacha
Future's	bhavishyachi
Future's	bhavishyachya
Future's	bhavishyachyachi
Future's	bhavishyachyacha
Future's	bhavishyachyachya
Talkative	vachal
Player	khiladi
Hungry	bhokad
Money	pisa
Homely	gharaki
Outside	bahar
Home	gharun
Clever	chalu
TRUE	khara
FALSE	khota
Unique	nirali
Very much	khupach
Strong	majbut
Innocent	nadan
Mischievous	khilari
Emotion	bhavu
Thought	vichar
Independence	swatah
Self-respect	swabhiman
Cleanliness	swachcha
Health	swasthya
Taste	swad
Voice	swar
Husband	swami
Freedom	swatantra
Heaven	swarg
Self-interest	swarth
Breath	swas
Healthy	swasth
Self-reliance	swavlambi
Self	swayam
Volunteer	swayamsevak
Volunteer (female)	swayamsevi
Self-development	swayamvikas
Self-knowledge	swayamvidnyan
Talkative	vachal
Player	khiladi
Hungry	bhokad
Money	pisa
Homely	gharaki
Outside	bahar
Home	gharun
Clever	chalu
TRUE	khara
FALSE	khota
Unique	nirali
Very much	khupach
Strong	majbut
Innocent	nadan
Mischievous	khilari
Emotion	bhavu
Thought	vichar
Independence	swatah
Self-respect	swabhiman
Cleanliness	swachcha
Health	swasthya
Taste	swad
Voice	swar
Husband	swami
Freedom	swatantra
Heaven	swarg
Self-interest	swarth
Breath	swas
Healthy	swasth
Self-reliance	swavlambi
Self	swayam
Volunteer	swayamsevak
Volunteer (female)	swayamsevi
Self-development	swayamvikas
Self-knowledge	swayamvidnyan
Self-rule	swaraj
Self-government	swarajya
Self-sovereignty	swaswaraj
Freedom	swatantrya
Freedom fighter	swatantryaveer
Freedom army	swatantryasena
Freedom struggle	swatantryasangram
Freedom's	swatantryachya
Freedom's	swatantryachi
Freedom's	swatantryacha
Freedom's	swatantryachya
Freedom's	swatantryachyachi
Freedom's	swatantryachyacha
Freedom's	swatantryachyachya
Intelligence	akal
Last	akher
Novelist	akhyayik
Light	alok
Divine	alokik
I	amhi
Us	amhala
Our	amchy
Joy	anand
Happy	anandi
Ego	anav
Other	anay
Many	anek
Priceless	anmol
End	ant
Interval	antar
Internal	antarya
Experience	anubhav
Favorable	anukul
Discipline	anushasan
Infinite	apar
Infinite	aparimit
Unique	apratim
New	apurv
Forest	arany
Health	arogya
Meaning	arth
Economic	arthik
Impossible	asach
Impossible	asadhya
Helpless	asahay
Cooperation	asahayog
Unusual	asamanya
Innumerable	asankhya
Useless	asara
Independent	asaval
Independent	asavdhari
Hope	asay
Remaining	ashech
Pure	ashil
Hermitage	ashram
Consolation	ashwasan
Comfort	ashwast
Pure	asud
Pure	asudha
Taste	aswad
Healthy	aswast
Self-reflection	atmachintan
Self-knowledge	atmadnyan
Self-strength	atmabal
Self-pride	atmabhan
Autobiography	atmacharitra
Self-song	atmagan
Suicide	atmahatya
Autobiography	atmajivan
Self-character	atmalkshan
Self-esteem	atmamulya
Self-joy	atmanand
Self-faith	atmanishtha
Self-illumination	atmaprakash
Self-power	atmashakti
Self-peace	atmashanti
Self-knowledge	atmavidya
Self-confidence	atmavishwas
Elder brother	bho
Feast	bhoj
Food	bhojana
Food	bhojan
Food	bhojane
Food	bhojani
Food	bhojanyachi
Food	bhojanyacha
Food	bhojanyachya
Food	bhojanyachyachi
Food	bhojanyachyacha
Food	bhojanyachyachya
Wander	bhram
Bachelor	bhramachari
Celibacy	bhramacharya
Celibacy	bhramacharyacha
Celibacy	bhramacharyachya
Celibacy	bhramacharyachyachi
Celibacy	bhramacharyachyacha
Celibacy	bhramacharyachyachya
Mistaken	bhrant
Mistaken	bhrantacha
Mistaken	bhrantachya
Mistaken	bhrantachyachi
Mistaken	bhrantachyacha
Mistaken	bhrantachyachya
Servant	bhritya
Servant	bhrityachi
Servant	bhrityacha
Servant	bhrityachya
Servant	bhrityachyachi
Servant	bhrityachyacha
Servant	bhrityachyachya
Earth	bhu
Emotion	bhav
Natural	bhavik
Future	bhavish
Future	bhavishya
Emotional	bhavuk
Grand	bhavya
Fear	bhay
Terrible	bhayankar
Terrible	bhayankari
Terrible	bhayankaryachi
Terrible	bhayankaryacha
Terrible	bhayankaryachya
Terrible	bhayankaryachyachi
Terrible	bhayankaryachyacha
Terrible	bhayankaryachyachya
Terrible	bhayanak
Fearful	bhayaprad
Fearful	bhayapradak
Fearful	bhayapradacha
Fearful	bhayapradachya
Fearful	bhayapradachyachi
Fearful	bhayapradachyacha
Fearful	bhayapradachyachya
Fearful	bhayavah
Fearful	bhayavahak
Fearful	bhayavahacha
Fearful	bhayavahachya
Fearful	bhayavahachyachi
Fearful	bhayavahachyacha
Fearful	bhayavahachyachya
Fearful	bhayavar
Fearless	bhayavarjit
Fearless	bhayavarjitacha
Fearless	bhayavarjitachya
Fearless	bhayavarjitachyachi
Fearless	bhayavarjitachyacha
Fearless	bhayavarjitachyachya
Beggar	bhikshuk
Beggar	bhikshuki
Beggar	bhikshukicha
Beggar	bhikshukichya
Beggar	bhikshukichyachi
Beggar	bhikshukichyacha
Beggar	bhikshukichyachya
Begging	bhikshuvritti
Begging	bhikshuvritticha
Begging	bhikshuvrittichya
Begging	bhikshuvrittichyachi
Begging	bhikshuvrittichyacha
Begging	bhikshuvrittichyachya
Strong	bhim
Strong	bhimachi
Strong	bhimacha
Strong	bhimachya
Strong	bhimachyachi
Strong	bhimachyacha
Strong	bhimachyachya
Strong	bhimarathi
Strong	bhimarathicha
Strong	bhimarathichya
Strong	bhimarathichyachi
Strong	bhimarathichyacha
Strong	bhimarathichyachya
Strong	bhimat
Strong	bhimaticha
Strong	bhimatichya
Strong	bhimatichyachi
Strong	bhimatichyacha
Strong	bhimatichyachya
Strong	bhimav
Strong	bhimavicha
We are friends	Aapan mitra
I'm coming	Mi yeto
Your help	Tuzya madat
It's good	Chan aahe
I like it	Mala avad
Let's go	Chal jau
How are you?	Tu kashya
I'm speaking	Mi bolto
Stay here	Yethe raha
Take tea	Chaha ghe
We are friends	Aapan mitra
I'm coming	Mi yeto
Your help	Tuzya madat
It's good	Chan aahe
I like it	Mala avad
Let's go	Chal jau
How are you?	Tu kashya
I'm speaking	Mi bolto
Stay here	Yethe raha
Take tea	Chaha ghe
Your decision	Tuza karar
My time	Maza samay
Tell me	Sang mala
Wait a moment	Thamb zara
Your right	Tuza haak
Hit it	Thok diya
Come home	Ghar ye
My home	Maza ghar
Let it go	Jau dya
Very good	Khup chan
My friend	Majha mitra
Simple things	Sopya goshti
Your study	Tuza abhyas
Start new	Navi suru
I arrived	Mi pochlo
Stay happy	Sukhi raha
Begin work	Kamala suru
I know	Mala mahit
Give me	Deta mala
Tell me	Sang avad
Dosa and bread 	Dosa pav
King and queen 	Raja rani
Flowers and petals 	Phule phul
Little by little 	Tikde tikde
Here and there 	Wajale wajale
Chatter and anger 	Gappa gussa
Girl boy 	Mulgi mulga
Mother-in-law father-in-law 	Sasu bau
Rice and curry 	Tandul bhaat
Oil oil	Tel tel
For me	Mazya sathi
Strong hit	Thok padla
Let's marry	Chal lagn
Tell lies	Khot sang
Memory came	Aathvan aali
How much are you?	Tu kiti?
I need sentences	Mala wakya
Wake up early	Utha lavkar
Let's meet	Bheti ghyu
Which one?	Bol kuthla
My friend 	Majha mitra
Simple things 	Sopya goshti
Come here 	Chala aala
My king 	Maza raja
Your mother 	Tujhya aai
True truth 	Khara sach
Sweet sweet 	Mitha mitha
Little hurry 	Jara jaldi
What what 	Kai kai
Yes yes	Ha ha
Your tea	Ti cha
My uncle	Maza kaka
Little late	Jara bad
True false	Khara khota
Beautiful day	Sundar divas
Sweet brother	Mitha bhau
Your grandma	Tujhya aaji
Come on	Chala chal
What to do	Kai karu
Teach me	Majhya shik
Come with	Gheun ye
You like	Tula avad
Take book	Pustak ghet
What happened?	Kasa zala?
Until today	Aaj paryant
New opportunity	Navi sandhi
How much?	Yevdha kasa?
I like	Bhoot avad
Do you know?	Tula kalay
Your there	Ti thi
My father	Maza baba
Little time	Jara var
True play	Khara khil
Beautiful queen	Sundar rani
Sweet aunt	Mitha mami
Your grandfather	Tujhya nana
Come go	Chala ja
What to say	Kai bolu
New day	Naveen kal
Coming	Yeta ahe
It's today	Aaj ahe
Pay attention	Dhyan dya
Pause a bit	Zara thamb
Good friend	Mitra chaan
How is it?	Kasa ahe?
Even now	Ata pan
Meet me	Mala milva
Consider it	Vichar kara
You come	Ti yet
My how many	Maza kiti
Little hurry	Jara jaldi
True how many	Khara kiti
Beautiful ocean	Sundar sagar
Sweet friend	Mitha mitra
Your mother	Tujhya aai
Come let's go	Chala chau
What to do	Kai karaycha
Take water	Pani ghya
Keep going	Chalu rakh
Do you explain?	Sangata ka?
Ask questions	Vichar kar
Hold on	Thoda theva
It's beautiful	Sundar ahe
Book is there	Pustak la
Take tomorrow	Kal ghya
Go to sleep	Zopayla ja
It's needed	Lagna ahe
You come	Ti yet
My how many	Maza kiti
Little hurry	Jara jaldi
True how many	Khara kiti
Beautiful ocean	Sundar sagar
Sweet friend	Mitha mitra
Your mother	Tujhya aai
Come let's go	Chala chau
What to do	Kai karaycha
Yes very	Ha khup
My brother	Maza bhai
You there	Ti thi
My father	Maza baba
Little time	Jara var
True play	Khara khil
Beautiful queen	Sundar rani
Sweet aunt	Mitha mami
Your grandfather	Tujhya nana
Come go	Chala ja
What to say	Kai bolu
Yes okay	Ha ho
My uncle	Maza kaku
You you	Ti tu
My mother	Maza aai
Little place	Jara jaga
True how many	Khara kiti
Beautiful ocean	Sundar sagar
Sweet friend	Mitha mitra
Your brother	Tujhya bhai
Come let's go	Chala chau
What to do	Kai karaycha
Yes very	Ha khup
My maternal uncle	Maza mava
You that	Ti tya
My aunt	Maza kaki
